2,as a woman you shouldnt complain about cleaning up your house amp as a man you should always take the trash out
1,the shit you hear about me might be true or it might be faker than the bitch who told it to ya 57361
1,8220 cause im tired of you big bitches coming for us skinny girls8221
1,keeks is a bitch she curves everyone lol i walked into a conversation like this smh
1,murda gang bitch its gang land
1,so hoes that smoke are losers yea go on ig
1,bad bitches is the only thing that i like
1,bitch nigga miss me with it
1,bitch plz whatever
1,bitch who do you love
1,black bottle amp a bad bitch
1,cant you see these hoes wont change
1,got ya bitch tip toeing on my hardwood floors 128514
1,her pussy lips like heaven doors 128524
1,hoe what its hitting for
1,i met that pussy on ocean dr i gave that pussy a pill 128524
1,i need a trippy bitch who fuck on hennessy
1,i spend my money how i want bitch its my business
1,i txt my old bitch my new bitch pussy wetter
1,id say im back to the old me but my old bitches would get excited 128524
1,if you aint bout that murder game pussy nigga shut up
1,if youre toes aint done you pussy stinks
1,im done with bitter bitches its a wrap for that if you a angry bird theres a app for that
1,is that ya bitch
1,jus meet son now he ya mane ass bitches shots
1,lames crying over hoes thats tears of a clown
2,momma said no pussy cats inside my doghouse
1,most hated but the hoes favorite 2mw sevenone
1,quick piece of pussy call it a drive by
1,these bitches even worst theyll send them guys for you
1,we dont trust these niggas all these bitches
1,yall niggas b cuffing hoes cause yall aint never have bitches
1,128514128514128514128514128514128514128514128514128514128514 gay niggas couldnt wait to act like bitches tonight
1,son of a bitch took my tic tacsi like this movie
1,all i wanna do is get money and fuck model bitches russell simmons
1,females think dating a pussy is cute now how does doing this stuff make him a pussy
2,simplyaddictedtoguys woof woof hot scally lad
1,have ya ever asked your bitch for other bitches kanye voice yes
2,woof woof and hot soles
2,lemmie eat a oreo amp do these dishes one oreo lol
2,why the eggplant emoji doey he say she looked like scream lmao
1,him seh me pussy wetter then a shower curtainahmesehwetnessltlmao
1,hen314 eaglesnation and every eagles need to see that pic i just posted because that bitch just said the most racist shit
1,yo fuck skateboarding all yall some wood pushing faggots man ball is life
2,baby monkey bathtime awwwwe this is soooo adorable
1,128514128514128514128514 i aint shit damn skippy lol
1,u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussyno bs must b gt30chance
1,kudabrazyy 0 rings 0 mvps 0 bitches lol
1,ok sis shed rather be a broke bitch shrugs shell have to tell me how it works for her
1,queer gaywad
1,happy birthday nigs thanks yo
1,when ur teacher tells u that u have homework this bitch need to go
1,that nigga was eating that hoe lol hell yea lol john paul nigga said john paul
1,what would yall lil ugly bald headed bitches do if they stop making makeup amp weave
1,going back to school sucks more dick than the hoes who attend it
1,on my way to fuck yo bitch me as a 9 year old
1,thunduh how come you never bring me food i dont have a car retard
1,if richnow doesnt show up with hella tinder hoes im not his friend anymore chill i brought like like 8 prople
1,how bout them cowboys shutup pussy
1,cee aerii girl you know i was spitting that g shit to you amp you was going lbvsbitch plz
1,harlem shake is just an excuse to go full retard for 30 seconds
1,having one loyal female is wayyyyy better than having hoes idc 128175
1,thunduh im the bitch okay nudes pat 128554128527128056 wow
1,youre fucking gay blacklisted hoe holding out for tehgodclan anyway
1,the fuck be wrong with these bitches nobody knows
1,yall shut upp make me bitch
1,i hate a im pregnant type of bitch
2,baseball season for the win yankees this is where the love started
1,she really asked me that dead ass serious tho all i could say was bitch wheet lol
2,im an early bird and im a night owl so im wise and have worms
2,overdosing on heavy drugs doesnt sound bad tonight i do that pussy shit every day
2,grillo1 pit bulls photographed as lovely fairy tale creatures they are fairy tale creatures
2,as long as the lakers trash from now on i could careless and thats real cc hahaha
2,this the i play soccer cheat on girls and wear khaki coloured cargos haircut 128514 yup
1,17 missed calls 128544128545das yo po bitch twitter finna be screamn freemoneymelle
1,al ya side bitch gotta know its rules to this shitanybody ask you my cousin from jersey thinkin bout moving lmmfao 128514128514128514128514
1,i wanna have sex with my mom fuck her right in that pussy where i came from damn you got hacked like fuck
1,jones94 if she kiss u with her eyes open watch that bitchlmfao
1,you a woulda coulda shoulda ass hoe 128563128586
1,ltf happy bday bitch ass nigga preciate that bitch roll up
1,glad im getting outta atlanta nothing but a bunch of niggas in amp outta jail amp dumb bitches with mad kids fuckin em
2,this isnt ghettoits smart im doing this idc
1,white boy power bitch black power bitch
1,11 lets get drunk get blowed spit shit spark blunts amp fuck hoes bro white dudes have no chill
1,oomf is soooo cute but he probably has hoes on him a lot
1,in every cartoon theirs alway a nuffsaid15 saving these hoes lmao lmao damn captain saveahoe
2,who wants to get there nose in these bad bois then scally chav sockfetish stinking hot sox and legs
1,stop being scared to choke her during sex u bitch ass niggas she8217ll like it says the guy who hits women out of bed foh
1,thunduh ha well iguess i make them hoes loyal bro theyll never be loyal that y they hoes my nig
1,oh man its 5 am you off a molly ho where the fuck ya seed at fixed
1,lmfao this cat started beating the shit out of me my nigga finally got some pussy my nigga
2,peel up peel up bring it back up rewind back where im from they move shaq from the line ooooow who tf said that trash
1,naw its my old tape new cover my upcoming mixtape is kingofthehill yeah im waiting on that hoe mayne
1,ol dirty foot ass bitches this was too funny to me
1,shawn6 thunduh thats where i get my yellow flags for being amazing 128079128524 hell yeah niggy
1,dont got time for bitches to be actin iffy
2,ucfpinkparty come on stay alive knights nation this is still the early bird special comeatmeut
1,dry pussy bitches always blame it on the condom128514128079128514128079128514
1,gucci mane in jail and dropping mixtapes every month and you hoes cant even text back
1,easy cum easy hoe thats a fact
1,wish i had a bae 128533you got all the hoes tho
1,bitch wtf
1,thegreat 8220 thegreat shut up zoe fight me pussy8221 for zoe im good man you are good maam move along now
1,lmao fucking snake bitches em
2,stay tuned to for an update on the report that 1b will be out 810 weeks bum
2,rad 8220 i play soccer cheat on girls and wear khaki coloured cargos haircut yes lmfao04
1,oregon chokes every year get off the field trash ass program rft
1,def not cowboy lol rt terrell owens was the best eagle amp cowboy ever dude cried like a bitch on tv over romo
1,lmfaoooo i hate black people this is why theres black people and niggers
2,a pissed lad past out i would lick his dirty soles while he slept
2,love frat boy w soft long soles
2,sexy lad with hot soles and arches
1,thunduh nah fam i gotta cheat with the hoes depends on the female i feel
2,nojas vontethekidd 128079128079128079128079128588 i got hicks lol
1,bitch couldnt kill my vibe if ya tried 127752127752127752 dis why i love miley
2,10 birds your grandkids may never see thanks to climate change climate
1,money getting taller and bitches getting blurry
1,i aint never seen a bitch so obsessed with they nigga128514 im obsessed with mine 128529
1,ted33 kobe stay talking trash but lets not forget austin12 i meant to do this one smh
2,itaintso 8220 fosters home for imaginary trash8221 whoa chillthat show was everything tf
1,i am lowkey tired if you tired be quiet and go to sleep hoe
1,8220 stop bringing weird niggers into my mentions 8221
1,brat we dont love these hoes 128080128581
1,palomino52 i think worst advice i gave you was dont be a pussy and speed up lol
1,quote this tweet with your favorite animalpussy
1,andrewbryant poff has double vision after 2 beerspoff double pussy 128526 smh
1,when bitches twerk on the computerme in ya 128089 in ya damn 128089825265039
1,8220 8220 prince this is art nobody takin his bitch
2,61 of welfaregovernment aid is claimed by white people so yall black slander is trash now
1,kaaat it took a while for you to find me but i was hiding in the lime tree dis bitch in da wrong tree bro
2,inna di ghetto you alone lmaoo
2,8220 hoes austin8221 teach us austini teach u how to get curved thats all i know
1,fat hoes get chose lol
1,hoesaintloyal well theyre hoesno one expects them to be loyal
1,bruh im tired of niggas retweetin miley cyrus naked that bitch aint no types of bad lmaooo
1,just because tony romo at the mavs game dont mean he still not a bitch lmao fuk them cowgirls lol bitch fuck you
1,holy shit freddie highmore was in charlie and the chocolate factoryme rolls on the floor laughing
1,one of your followers with this 128525128553 somebody bitch if you dont
1,jenkins if ya bitch always bitching clearly she care or just an annoying bitch
1,these catfish hoes thinkin they slick but niggas catching on 128524
1,cant worry about a bitch that aint worried bout me real
1,side hoes are for insecure niggas that cant handle a real one
1,stokes my cousin said he share hoes with his brothers he said sharing is caring and he love his brothers 128514
1,probz im hungry but ionn wanna spend my money on food128530broke hoe problems 128514128514128514128128
2,eli manning just threw his nflleading 27th interception of the season lmao trash
2,usc senior rb anthony brown calls head coach steve sarkisian a racist and quits team 187 hes a bitch
1,guess what i also have zero time for your mansplaining adios stfu pussy
2,chilling 1280698482 sexy scally lad
2,jonez tuku ho idk blah blah blah 128514128514128514
2,jonez im not mad cuh hahaha suure tuku ho ita 128514128514
1,babee you aint ever gonna be a slice bitch kevin hart
1,oomf so fuckin fine tho 128553 dam her dont be no bitch
1,hickies in between her thighs right by her pussy gtgtgt its only right
1,yall come through the frontbitch i aint coming
1,faggot bitch
1,realistsam yea im on my ipad i dont work this friday lets ball this faggot up i work 25
2,this scally lad would get it
1,gerryshalloweenparty halloween was yesterday stupid nigger
1,gfg 8220 no slushes 1285498221hoes nasty anyway fam128564
1,i can ride your bitch with no handle bars
2,15 sad tv character deaths were still bitter over stark was the man
1,jack these harbor bitches are all party bus hoes lol all
1,pussy love it
1,ultraviolence video its coming you little bitch mtvhottest lana del rey bitchy promo
1,on my way to fuck your bitch lmfao kittycopter
2,a smuggler explains how he helped fighters along the jihadi highway
1,whys this bitch boosting herself her size isnt exactly the most healthy tho
1,1nonlykeisha bet not be no bitches 128514128080128299128299128298 128514128514 kim bye
1,im making marack my girlfriend aye b you pullin hoes just like o taught you
2,down 61 yankees look to rally in the bottom of the 9th rallycap
1,8220 dont take advantage of a nice person8221 hoes everyjuan
1,sad knowing that most hoes wont fuck with you bc you aint got stacks wait till friday
1,a1 cinco shit harder fucc niggayee but you fucc wit rich homie cuz dats ya homeboy fucc nicca
1,badabing i only punch real niggas in the face cause a pussy nigga is gonna punch me right back strong mush or shake
1,sneakyb i hate when boys deny that they have bitches 128080128553 smh
1,taradise ya nigs out there still saying yall dont eat butt with a straight face
1,yourewelcome im a boss ass bitch that needs to sit in a corner
1,iwantfranny hes a hoe i cant
1,rapdreams bitches hold they nigga down when he get locked up but if a nigga go to college or the military its a different story 128564
1,simplycaitlin why do my friends hate me because you a ratchet hoe
1,no love for these fuck niggas hoes
1,hot meat sexy as fuck scally lad i would love to meet him and his trainers
1,sniff perved up scally lad fuck yeah
1,p13 these bitches love sosa
1,8220thunduh i legit watched it for about 30 or 40 seconds 1285298221so did i wtf prob cause were retarded smh
1,10 sex positions this what u call fucking the soul outta bitch 128557
2,ceee one mans trash 128686 is another mans treasure 127942
1,i dont got no type bad bitches is the only thing i like iongotnotype
1,god teeth gold chainwhite bitches cocaine
1,hate when bitches try and put you in the friendzone bitch im tryin to score put me in the endzone 128293128293128293 on my soul
2,uk ashley young has tried to deny that bird s landed in his mouth gt hahaha
1,yall both gimped up aint tht a bitch huh lol
2,south take me for a ride 128525128139 woof woof
1,they ban dat pussy for life amp he gotta pay 25 millon dollar fine
1,roses are red and violets are blue and niggers are black you know thats true
2,sitting on my window sill window open bird tries to fly in smacked it protecttheanimals
2,a video an entire media will likely mock i am such a crybaby
1,imangie im not even shy stfu kikis mom hi angelique angelique smiles dips cracker in soup
1,gold tim tebow got cut from every team he was on in the nfl and he already got more hoes than me in starkville smh 128514128514128514128514
1,fuckin hot gym pussy fuck yeah
2,jihadi patron hajjaj alajmi is arrested at kuwait airport
2,tweety bird tho 128514128514128514128514
2,when twitter rappers dm me their trash links
1,loud bitches annoy me
1,eventually every bitch turns into that hoe truuu
1,jam you bitches be pretending to be tf crazy you aint never lied
1,thunduh k bye hoe um bye
1,jackies a retard blondeproblems at least i can make a grilled cheese
2,photo he is in sole heaven
1,stacey dash won 128166 baddest bitch evaaaa
1,eazy26 facts what baldheaded bitch made this shit 128074128074128555128530 lmao 128553128514
2,we actin like its the 7th day 128123spook
1,i can turn yo bitch into a eaterrrrrrrrr
1,8220thunduh aye yall ima tryout for the bowling team frfr8221 tryouts passed tho no theres two more retard
2,colored contacts in your eyesblinders on minecause i cant see you at all lmao
1,westt facts only the dudes with hoes say they dont got hoes8221 austin12
1,im rea start smacking bitches period bluffin at its best
1,lifes a bitch and then you die thats why we get high cause you neva know when youre gonna go my sister is perfect
1,im feeling pretty fuckin ghetto smh
2,24 24 coleman2 swears im 1 man easily easily behind austin nip
1,jrock this is a true ride or die bitch 128175 what the fuck hahahahah
2,hgwells and charlie chaplin history photography
1,got a couple bitches saying they know me but i8217ma let the money talk for me 128526128076 and im like wwyd
1,grudges are for weirdosand bitches
2,i told mariam to but cigarettes for her birthdayyou also called me trash rn
2,brownies tonight what kind
1,using ymxb to find the slope of that ass
2,fit lads nice gear these scally lads n trainers would get it
1,helping out a mate i love scally play fuck yeah
1,lads being lads fuck yeah i love scally lad action hot trainers too
1,twotone next year bitches is gonna be like you gotta promise you wont expose me 128514128514128557
1,8220 so hot rt lick it bitch fuck yeah eat that trainer u dirty fucker
1,8220cincokilby yall think celebrity pussy different from the locals 1285148221 yeah meghan goods is
2,yongguk i saw an ajumma walk out in the beginning saying wow this is so trash that i cant even listen to it 128514 lmaoo
2,dude remember this wop video omg where did you find that
2,rawr rt my sexy french scally i love him frenchscally sexy scally woof woof
1,if one of you bitches want some of my burrito u can catch me at potosino huh haha
1,niggas whole hoes out here cuz couldnt had said it better128588
1,annoying bitch that i love judyanns so pretty
1,lmao bitch got on some huggies
1,chase money 128176 not 128581 hoes 128111 12817512817558399583995839958399
1,cant stand a i dont know what i want ass nigga 128564 bitch
1,when a bitch dont want a real job they just become strippers lol lol
1,i want snake bites my industrial piercin amp a tattoodem hoe accessories dea 1280641280641280569749
2,baby albino 128034
1,these hoes aint loyal
1,a pussy a day keeps the devil away
1,aint that about a bitch what does that mean
